data_context,customer_id,signup_date,acquisition_channel,state,loyalty_tier,top_purchase_category,orders,net_revenue,return_adjusted_profit,discount_amount,returns,recency_days,repeat_purchase_flag,return_rate,discount_dependency,profit_margin,churn_label,historical_clv,segment_name,business_recommendation,rfm_segment,rfm_total_score,churn_probability,churn_risk_tier,expected_profit_at_risk,predicted_next_90d_profit,predicted_12m_clv,clv_band,acquisition_cohort,expected_clv_at_risk
Synthetic portfolio data,C00000014,2023-08-09,Affiliate,NY,Base,Home,3.0,122.42,50.36149999999999,40.880246579561486,1.0,226.0,1,0.3333333333333333,0.2503379354032036,0.4113829439634046,1,50.36149999999999,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Loyal Customers,11,0.9702373137976548,Critical,48.86260647882058,11.770738126831272,97.44445250732508,Low,2023-08,97.44445250732508
Synthetic portfolio data,C00000015,2025-08-30,Paid Social,TX,Gold,Apparel,6.0,377.03,121.6825,27.325137872547455,1.0,207.0,1,0.1666666666666666,0.0675770759741411,0.322739569795507,1,121.6825,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Champions,12,0.7802092484758842,Critical,94.9378118776668,8.2876658001214,154.8331632004856,Mid,2025-08,154.8331632004856
Synthetic portfolio data,C00000016,2023-05-30,Marketplace,WA,Silver,Beauty,9.0,383.94,136.92,49.64868245278574,0.0,508.0,1,0.0,0.1145064077132411,0.3566182215971245,1,136.92,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Loyal Customers,12,0.9999870796001268,Critical,136.91823093884932,10.61601062393357,179.38404249573426,Mid,2023-05,179.38404249573426
Synthetic portfolio data,C00000017,2024-12-04,Organic Search,IL,Bronze,Home,7.0,573.8000000000001,288.72,23.162065944030044,0.0,39.0,1,0.0,0.0387998957813203,0.5031718368769607,0,288.72,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Champions,15,0.0227715642282011,Low,6.57460602396623,22.57474714975302,379.0189885990121,High,2024-12,0.0
Synthetic portfolio data,C00000018,2025-04-27,Marketplace,CA,Bronze,Electronics,2.0,203.26,43.61,42.41780486379653,0.0,438.0,1,0.0,0.172656235215521,0.2145527895306504,1,43.61,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Needs Nurture,10,0.9999678773315954,Critical,43.608599130430875,10.629813861402363,86.12925544560946,Low,2025-04,86.12925544560946
Synthetic portfolio data,C00000019,2023-12-01,Paid Search,NY,Base,Grocery,0.0,0.0,0.0,0.0,0.0,999.0,0,0.0,0.0,0.0,1,0.0,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,3,0.9999999999997132,Critical,0.0,0.6126407333622692,2.450562933449077,Low,2023-12,2.450562933449077
Synthetic portfolio data,C00000020,2025-02-16,Organic Search,IL,Bronze,Home,0.0,0.0,0.0,0.0,0.0,999.0,0,0.0,0.0,0.0,1,0.0,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,3,0.9999999999995988,Critical,0.0,0.6275461629780582,2.510184651912233,Low,2025-02,2.510184651912233
Synthetic portfolio data,C00000021,2023-08-21,Affiliate,NY,Base,Outdoor,0.0,0.0,0.0,0.0,0.0,999.0,0,0.0,0.0,0.0,1,0.0,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,3,0.9999999999997544,Critical,0.0,0.4336465738589143,1.7345862954356572,Low,2023-08,1.7345862954356572
Synthetic portfolio data,C00000022,2023-12-15,Marketplace,TX,Base,Baby,0.0,0.0,0.0,0.0,0.0,999.0,0,0.0,0.0,0.0,1,0.0,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Lost Customers,3,0.9999999999989884,Critical,0.0,-2.4388625384741855,0.0,Negative,2023-12,0.0
Synthetic portfolio data,C00000023,2024-01-06,Referral,FL,Base,Beauty,2.0,46.99,21.87,0.5434033065464248,0.0,100.0,1,0.0,0.0114320302933492,0.4654181740795914,0,21.87,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Potential Loyalists,10,0.4367276925969581,Medium,9.551234637095474,1.868458788520028,29.34383515408011,Low,2024-01,0.0
Synthetic portfolio data,C00000024,2025-10-28,Email,MA,Base,Apparel,0.0,0.0,0.0,0.0,0.0,999.0,0,0.0,0.0,0.0,1,0.0,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,3,0.9999999999996468,Critical,0.0,0.1532705641030656,0.6130822564122624,Low,2025-10,0.6130822564122624
Synthetic portfolio data,C00000025,2023-10-20,Affiliate,NY,Base,Baby,0.0,0.0,0.0,0.0,0.0,999.0,0,0.0,0.0,0.0,1,0.0,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,3,0.9999999999997112,Critical,0.0,0.902897764676859,3.611591058707436,Low,2023-10,3.611591058707436
Synthetic portfolio data,C00000026,2023-07-01,Referral,WA,Base,Beauty,0.0,0.0,0.0,0.0,0.0,999.0,0,0.0,0.0,0.0,1,0.0,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,3,0.9999999999997324,Critical,0.0,0.6126407333622692,2.450562933449077,Low,2023-07,2.450562933449077
Synthetic portfolio data,C00000027,2025-08-21,Organic Search,GA,Bronze,Electronics,7.0,778.9499999999999,266.597,76.41720659547015,2.0,77.0,1,0.2857142857142857,0.0893384806036996,0.3422517491494961,0,266.597,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Champions,14,0.0348654921010604,Low,9.29503559766642,19.873618739123533,346.0914749564941,Mid,2025-08,0.0
Synthetic portfolio data,C00000028,2023-08-10,Paid Social,CA,Silver,Pet,1.0,21.32,8.8,1.8564322208935755,0.0,889.0,0,0.0,0.0801,0.4127579737335835,1,8.8,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,7,0.9999999999822484,Critical,8.799999999843786,1.4073007487887863,14.429202995155148,Low,2023-08,14.429202995155148
Synthetic portfolio data,C00000029,2025-07-10,Email,CA,Bronze,Grocery,0.0,0.0,0.0,0.0,0.0,999.0,0,0.0,0.0,0.0,1,0.0,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,3,0.999999999999582,Critical,0.0,0.9484321815202236,3.7937287260808943,Low,2025-07,3.7937287260808943
Synthetic portfolio data,C00000030,2024-12-13,Email,OH,Platinum,Beauty,31.0,1398.3,404.759,145.0535146976718,3.0,69.0,1,0.0967741935483871,0.0939859295464697,0.2894650647214475,0,404.759,High Value Loyal Customers 2,"Protect margin and loyalty. Prioritize early product access, premium service recovery, and retention-triggered offers that avoid unnecessary discounting.",Champions,15,0.0045667552199622,Low,1.8484352760767015,122.28857750248154,893.9133100099261,High,2024-12,0.0
Synthetic portfolio data,C00000031,2024-10-28,Marketplace,NY,Gold,Apparel,11.0,817.51,324.80150000000003,98.83229433237427,2.0,38.0,1,0.1818181818181818,0.1078552140872,0.3973058433535981,0,324.80150000000003,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Champions,15,0.0051255524373461,Low,1.6647871199786826,73.41096160127984,618.4453464051194,High,2024-10,0.0
Synthetic portfolio data,C00000032,2025-03-16,Paid Social,FL,Base,Home,2.0,75.44,20.03,14.055300608542863,0.0,437.0,1,0.0,0.1570507111878587,0.26550901378579,1,20.03,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Needs Nurture,9,0.9999711025358377,Critical,20.029421183792827,29.775126066915934,139.13050426766375,Mid,2025-03,139.13050426766375
Synthetic portfolio data,C00000033,2025-02-17,Paid Search,TX,Gold,Pet,33.0,1147.56,404.2945,183.34092907390269,4.0,40.0,1,0.1212121212121212,0.1377570073540177,0.3523079403255603,0,404.2945,High Value Loyal Customers 2,"Protect margin and loyalty. Prioritize early product access, premium service recovery, and retention-triggered offers that avoid unnecessary discounting.",Champions,15,0.0015699697519547,Low,0.6347301358816858,32.41678328243534,533.9616331297414,High,2025-02,0.0
Synthetic portfolio data,C00000034,2023-06-08,Paid Search,TX,Bronze,Beauty,1.0,37.06,11.97,3.297181748883807,0.0,66.0,0,0.0,0.0817,0.3229897463572585,1,11.97,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Potential Loyalists,10,0.2925983618523341,Medium,3.50240239137244,0.6756286354322346,14.67251454172894,Low,2023-06,14.67251454172894
Synthetic portfolio data,C00000035,2025-10-31,Affiliate,GA,Base,Grocery,0.0,0.0,0.0,0.0,0.0,999.0,0,0.0,0.0,0.0,1,0.0,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,3,0.9999999999996776,Critical,0.0,0.2425735453471726,0.9702941813886904,Low,2025-10,0.9702941813886904
Synthetic portfolio data,C00000036,2025-09-06,Paid Search,WA,Gold,Home,9.0,843.4,432.94,50.69062362379244,0.0,37.0,1,0.0,0.0566951741629286,0.5133270097225516,0,432.94,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Champions,15,0.0160429109525356,Low,6.945617867790799,18.413022257042243,506.59208902816897,High,2025-09,0.0
Synthetic portfolio data,C00000037,2025-07-25,Marketplace,CA,Base,Electronics,1.0,84.26,43.02,19.11381916329285,0.0,766.0,0,0.0,0.1849,0.5105625445051033,1,43.02,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Needs Nurture,8,0.9999999992611512,Critical,43.01999996821473,-1.2511307077381415,43.02,Low,2025-07,43.02
Synthetic portfolio data,C00000038,2024-11-26,Paid Search,GA,Gold,Electronics,7.0,362.63,43.39350000000001,82.69688192988374,3.0,84.0,1,0.4285714285714285,0.1856992813267991,0.1196632931638309,0,43.39350000000001,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Champions,13,0.0629679364605033,Low,2.732399150798854,3.461457444268369,57.239329777073486,Low,2024-11,0.0
Synthetic portfolio data,C00000039,2024-08-29,Organic Search,WA,Base,Apparel,0.0,0.0,0.0,0.0,0.0,999.0,0,0.0,0.0,0.0,1,0.0,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,3,0.9999999999996544,Critical,0.0,0.5314135112412927,2.12565404496517,Low,2024-08,2.12565404496517
Synthetic portfolio data,C00000040,2024-09-13,Affiliate,OH,Base,Beauty,0.0,0.0,0.0,0.0,0.0,999.0,0,0.0,0.0,0.0,1,0.0,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,3,0.9999999999996988,Critical,0.0,0.8456912154354327,3.3827648617417307,Low,2024-09,3.3827648617417307
Synthetic portfolio data,C00000041,2023-01-24,Organic Search,TX,Silver,Home,1.0,73.35,26.06,4.433669141039237,0.0,242.0,0,0.0,0.057,0.3552828902522154,1,26.06,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Potential Loyalists,9,0.9892525865998536,Critical,25.77992240679218,4.953501904638559,45.87400761855423,Low,2023-01,45.87400761855423
Synthetic portfolio data,C00000042,2024-08-02,Affiliate,NY,Gold,Apparel,5.0,236.69,112.959,14.484001517343868,1.0,335.0,1,0.2,0.0576652098937227,0.4772444970214204,1,112.959,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Loyal Customers,11,0.9963951834772647,Critical,112.55180353040836,22.64496202610678,203.53884810442713,Mid,2024-08,203.53884810442713
Synthetic portfolio data,C00000043,2024-11-27,Paid Search,NY,Silver,Outdoor,7.0,961.13,442.62,173.89355142588687,0.0,391.0,1,0.0,0.153206998398783,0.4605204290782724,1,442.62,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Loyal Customers,13,0.9994631079636044,Critical,442.38236084685064,7.967270023736819,474.48908009494727,High,2024-11,474.48908009494727
Synthetic portfolio data,C00000044,2024-12-18,Paid Social,TX,Silver,Apparel,0.0,0.0,0.0,0.0,0.0,999.0,0,0.0,0.0,0.0,1,0.0,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,3,0.9999999999996,Critical,0.0,0.902897764676859,3.611591058707436,Low,2024-12,3.611591058707436
Synthetic portfolio data,C00000045,2024-01-31,Email,NY,Silver,Electronics,4.0,434.86,149.77,80.5604036839232,0.0,207.0,1,0.0,0.1563003775328345,0.3444096950742767,1,149.77,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Champions,12,0.9297734672715136,Critical,139.2521721932546,29.952393650040825,269.5795746001633,Mid,2024-01,269.5795746001633
Synthetic portfolio data,C00000046,2024-07-05,Marketplace,NY,Base,Home,0.0,0.0,0.0,0.0,0.0,999.0,0,0.0,0.0,0.0,1,0.0,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,3,0.999999999999698,Critical,0.0,0.6126407333622692,2.450562933449077,Low,2024-07,2.450562933449077
Synthetic portfolio data,C00000047,2024-12-05,Paid Search,TX,Silver,Baby,1.0,121.46,34.74,10.17541779559987,0.0,473.0,0,0.0,0.0773,0.2860200889181624,1,34.74,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Needs Nurture,8,0.9999909652779926,Critical,34.739686133757466,7.772829318588893,65.83131727435557,Low,2024-12,65.83131727435557
Synthetic portfolio data,C00000048,2024-05-23,Organic Search,CO,Base,Apparel,0.0,0.0,0.0,0.0,0.0,999.0,0,0.0,0.0,0.0,1,0.0,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,3,0.9999999999997404,Critical,0.0,0.6126407333622692,2.450562933449077,Low,2024-05,2.450562933449077
Synthetic portfolio data,C00000049,2025-09-25,Email,OH,Gold,Apparel,36.0,2851.24,821.812,298.04127897934825,2.0,50.0,1,0.0555555555555555,0.0946378721293324,0.2882296825240947,0,821.812,High Value Loyal Customers 2,"Protect margin and loyalty. Prioritize early product access, premium service recovery, and retention-triggered offers that avoid unnecessary discounting.",Champions,15,0.0007278622387497,Low,0.5981659221514146,127.45544816226432,1331.633792649057,Elite,2025-09,0.0
Synthetic portfolio data,C00000050,2025-01-26,Direct,CA,Base,Grocery,4.0,285.11,122.16,17.2938777368672,0.0,56.0,1,0.0,0.0571880157962631,0.4284662060257444,0,122.16,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Champions,13,0.0987275197276473,Low,12.0605538099294,6.528489563433348,148.27395825373338,Mid,2025-01,0.0
Synthetic portfolio data,C00000051,2023-01-02,Affiliate,WA,Silver,Apparel,1.0,60.69,19.68,5.8998617511520735,0.0,319.0,0,0.0,0.0886,0.324270884824518,1,19.68,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Needs Nurture,8,0.9992908328756116,Critical,19.666043590992032,4.771171962086192,38.76468784834477,Low,2023-01,38.76468784834477
Synthetic portfolio data,C00000052,2023-02-06,Affiliate,CA,Bronze,Grocery,1.0,10.33,3.74,0.3503143093465674,0.0,256.0,0,0.0,0.0327999999999999,0.3620522749273959,1,3.74,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Potential Loyalists,8,0.993339082497271,Critical,3.715088168539794,10.496494527965991,45.725978111863974,Low,2023-02,45.725978111863974
Synthetic portfolio data,C00000053,2025-01-10,Paid Social,NY,Bronze,Apparel,4.0,107.62,54.61549999999999,12.969631842851603,2.0,192.0,1,0.5,0.1075517989784826,0.5074846682772718,1,54.61549999999999,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Loyal Customers,11,0.8085266811939501,Critical,44.15808895674817,5.227872908129113,75.52699163251644,Low,2025-01,75.52699163251644
Synthetic portfolio data,C00000054,2024-05-08,Paid Social,OH,Gold,Apparel,6.0,332.18,112.235,23.330476307210763,3.0,372.0,1,0.5,0.0656252849411109,0.3378740441929075,1,112.235,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Loyal Customers,11,0.9984507536166216,Critical,112.06112033216154,21.62488481813831,198.73453927255323,Mid,2024-05,198.73453927255323
Synthetic portfolio data,C00000055,2025-06-07,Affiliate,NY,Base,Baby,0.0,0.0,0.0,0.0,0.0,999.0,0,0.0,0.0,0.0,1,0.0,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,3,0.9999999999997023,Critical,0.0,0.5393412585382017,2.157365034152807,Low,2025-06,2.157365034152807
Synthetic portfolio data,C00000056,2023-08-25,Marketplace,NY,Silver,Apparel,3.0,241.58999999999995,116.68,26.17273356422201,0.0,525.0,1,0.0,0.0977459903244697,0.4829670102239332,1,116.68,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Loyal Customers,11,0.9999960081171289,Critical,116.6795342271066,10.554810263451316,158.89924105380527,Mid,2023-08,158.89924105380527
Synthetic portfolio data,C00000057,2023-01-22,Affiliate,TX,Bronze,Outdoor,0.0,0.0,0.0,0.0,0.0,999.0,0,0.0,0.0,0.0,1,0.0,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,3,0.999999999999604,Critical,0.0,0.7595099251742183,3.0380397006968733,Low,2023-01,3.0380397006968733
Synthetic portfolio data,C00000058,2024-04-09,Affiliate,IL,Bronze,Grocery,1.0,0.0,-1.5285,1.3578317432784042,1.0,1019.0,0,1.0,1.0,0.0,1,-1.5285,One-time Buyers 2,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,4,0.9999999999995536,Critical,0.0,3.754819033802367,13.49077613520947,Low,2024-04,13.49077613520947
Synthetic portfolio data,C00000059,2025-02-28,Marketplace,CA,Base,Grocery,1.0,15.83,9.3,0.200379746835443,0.0,928.0,0,0.0,0.0124999999999999,0.5874921036007581,1,9.3,One-time Buyers,"Improve first-to-second purchase. Personalize follow-up around first category, reduce post-purchase friction, and test low-cost reactivation.",Lost Customers,6,0.9999999999957144,Critical,9.299999999960146,1.2464631684347285,14.285852673738914,Low,2025-02,14.285852673738914
Synthetic portfolio data,C00000060,2025-10-05,Paid Search,CA,Platinum,Outdoor,25.0,2671.49,1186.4945,404.6618485794192,3.0,45.0,1,0.12,0.1315480732091603,0.4441321135396352,0,1186.4945,High Value Loyal Customers 2,"Protect margin and loyalty. Prioritize early product access, premium service recovery, and retention-triggered offers that avoid unnecessary discounting.",Champions,15,0.0016982462638548,Low,2.0149598517093703,104.15464202293488,1603.1130680917397,Elite,2025-10,0.0
Synthetic portfolio data,C00000061,2025-07-14,Organic Search,OH,Gold,Baby,3.0,40.25,5.491999999999999,12.282836848659258,1.0,39.0,1,0.3333333333333333,0.2338125558314054,0.136447204968944,0,5.491999999999999,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Loyal Customers,12,0.0410887565837863,Low,0.2256594511581545,7.791318580705538,36.657274322822154,Low,2025-07,0.0
Synthetic portfolio data,C00000062,2024-07-18,Direct,GA,Gold,Apparel,12.0,686.24,127.2245,123.67177018626732,2.0,118.0,1,0.1666666666666666,0.1526978304782812,0.1853935940778736,0,127.2245,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Champions,14,0.1610183596134812,Low,20.48548029264534,40.21941475248118,288.1021590099247,Mid,2024-07,0.0
Synthetic portfolio data,C00000063,2025-05-15,Paid Social,IL,Silver,Apparel,36.0,2159.58,668.835,291.6248406741454,5.0,32.0,1,0.1388888888888889,0.118972040131065,0.3097060539549357,0,668.835,High Value Loyal Customers 2,"Protect margin and loyalty. Prioritize early product access, premium service recovery, and retention-triggered offers that avoid unnecessary discounting.",Champions,15,0.0008587349728733,Low,0.574352005581773,49.79998985756956,868.0349594302783,High,2025-05,0.0
Synthetic portfolio data,C00000064,2023-04-18,Paid Search,NY,Gold,Apparel,11.0,790.37,307.598,103.14298138316164,4.0,314.0,1,0.3636363636363636,0.115435347367305,0.3891822817161582,1,307.598,Discount-driven Buyers,"Manage promo dependency. Shift from blanket discounts to threshold offers, bundles, and margin-safe loyalty incentives.",Loyal Customers,13,0.9867378132711244,Critical,303.51857788657134,23.133357326370827,400.1314293054833,High,2023-04,400.1314293054833
